scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr17_224,1,5000,2022,4043,289,5.0,1.0,0.6667,0.0519,0.0385
chr17_2256,1,5000,2500,5000,563,43.0,9.0,0.6538,0.2394,0.1435
chr17_225,1,5000,2425,4849,306,2.0,8.0,-0.6,-0.0789,-0.048
chr17_2263,1,5000,2500,5000,611,23.0,14.0,0.2432,0.0514,0.0337
chr17_2265,1,5000,2320,4639,346,25.0,5.0,0.6667,0.2041,0.1176
chr17_226,1,5000,2161,4321,328,4.0,5.0,-0.1111,-0.0105,-0.0068
chr17_2275,1,5000,2438,4875,592,12.0,15.0,-0.1111,-0.0169,-0.0119
chr17_2276,1,5000,2437,4874,591,26.0,12.0,0.3684,0.0864,0.0524
chr17_2278,1,5000,2387,4773,575,38.0,10.0,0.5833,0.2188,0.134
chr17_2279,1,5000,2118,4235,364,6.0,9.0,-0.2,-0.0316,-0.0213
chr17_227,1,5000,1995,3989,341,12.0,6.0,0.3333,0.0571,0.0411
chr17_2280,1,5000,2090,4179,201,4.0,4.0,0.0,0.0,0.0
chr17_2281,1,5000,2435,4870,531,34.0,10.0,0.5455,0.1446,0.0988
chr17_2282,1,5000,2341,4682,491,16.0,14.0,0.0667,0.0131,0.0088
chr17_2285,1,5000,2311,4621,410,58.0,3.0,0.9016,0.4435,0.2423
chr17_2286,1,5000,2377,4754,572,26.0,12.0,0.3684,0.125,0.0636
chr17_2287,1,5000,1872,3743,284,25.0,0.0,1.0,0.3472,0.2119
chr17_2289,1,5000,2420,4839,408,30.0,4.0,0.7647,0.2342,0.1307
chr17_228,1,5000,1233,2466,220,8.0,1.0,0.7778,0.1429,0.0909
chr17_2292,1,5000,2500,5000,439,9.0,9.0,0.0,0.0,0.0
chr17_2293,1,5000,2128,4255,286,12.0,2.0,0.7143,0.1563,0.087
chr17_2298,1,5000,2189,4377,392,12.0,5.0,0.4118,0.0673,0.0391
chr17_2299,1,5000,2366,4731,437,15.0,13.0,0.0714,0.0147,0.0094
chr17_2300,1,5000,2028,4055,489,15.0,9.0,0.25,0.0541,0.0347
chr17_2301,1,5000,2164,4328,340,19.0,4.0,0.6522,0.1613,0.1087
chr17_2302,1,5000,1870,3739,275,17.0,3.0,0.7,0.1538,0.0993
chr17_2305,1,5000,1711,3421,414,36.0,11.0,0.5319,0.2427,0.1344
chr17_2312,1,5000,2184,4367,409,21.0,10.0,0.3548,0.094,0.0516
chr17_2320,1,5000,2500,5000,368,22.0,10.0,0.375,0.1519,0.0784
chr17_2327,1,5000,2375,4749,669,37.0,15.0,0.4231,0.1467,0.0775
chr17_2328,1,5000,2379,4758,513,25.0,9.0,0.4706,0.127,0.0777
chr17_232,1,5000,1970,3939,304,1.0,6.0,-0.7143,-0.0794,-0.0495
chr17_2331,1,5000,1895,3789,359,9.0,5.0,0.2857,0.0444,0.0253
chr17_2334,1,5000,2343,4685,365,11.0,6.0,0.2941,0.0485,0.0325
chr17_2338,1,5000,2121,4242,401,30.0,9.0,0.5385,0.2039,0.1214
chr17_2340,1,5000,2381,4761,544,18.0,12.0,0.2,0.0448,0.027
chr17_2341,1,5000,2164,4328,517,29.0,14.0,0.3488,0.1087,0.0691
chr17_2342,1,5000,2500,5000,422,32.0,7.0,0.641,0.2475,0.1582
chr17_2343,1,5000,990,1980,162,9.0,0.0,1.0,0.3,0.1552
chr17_2356,1,5000,2114,4227,542,37.0,10.0,0.5745,0.1862,0.1047
chr17_2361,1,5000,1905,3810,420,14.0,6.0,0.4,0.0879,0.0519
chr17_2362,1,5000,2356,4712,509,28.0,12.0,0.4,0.129,0.0773
chr17_2363,1,5000,2500,5000,444,24.0,10.0,0.4118,0.1333,0.0749
chr17_2365,1,5000,2243,4485,486,38.0,8.0,0.6522,0.24,0.1402
chr17_2372,1,5000,2195,4390,291,21.0,4.0,0.68,0.2297,0.1545
chr17_2373,1,5000,2355,4709,517,34.0,6.0,0.7,0.183,0.1191
chr17_2374,1,5000,1676,3352,286,29.0,2.0,0.871,0.4219,0.27
chr17_2375,1,5000,1568,3136,314,22.0,4.0,0.6923,0.3396,0.1856
chr17_2377,1,5000,1168,2335,283,25.0,2.0,0.8519,0.2738,0.1716
chr17_2378,1,5000,2392,4783,387,30.0,8.0,0.5789,0.2075,0.1302
chr17_2383,1,5000,2129,4258,373,18.0,7.0,0.44,0.1158,0.0659
chr17_2387,1,5000,2500,4999,649,29.0,17.0,0.2609,0.0822,0.0486
chr17_2389,1,5000,2500,4999,414,34.0,7.0,0.6585,0.2477,0.1436
chr17_238,1,5000,2497,4993,460,2.0,6.0,-0.5,-0.0305,-0.0199
chr17_2392,1,5000,2500,5000,599,40.0,13.0,0.5094,0.1788,0.1055
chr17_2399,1,5000,2499,4998,535,45.0,10.0,0.6364,0.2288,0.1367
chr17_239,1,5000,2127,4254,512,6.0,5.0,0.0909,0.0074,0.0051
chr1_723,1,5000,2306,4611,463,29.0,12.0,0.4146,0.1206,0.0776
chr17_2401,1,5000,2375,4749,316,13.0,3.0,0.625,0.1389,0.0704
chr17_2403,1,5000,1921,3842,321,9.0,3.0,0.5,0.0952,0.0632
chr17_2405,1,5000,1322,2644,256,3.0,6.0,-0.3333,-0.0476,-0.0309
chr17_2407,1,5000,2215,4430,285,7.0,11.0,-0.2222,-0.0426,-0.027
chr17_240,1,5000,2108,4216,199,4.0,2.0,0.3333,0.0328,0.025
chr17_2413,1,5000,2308,4616,274,8.0,9.0,-0.0588,-0.0179,-0.0093
chr17_2414,1,5000,1592,3183,327,19.0,3.0,0.7273,0.254,0.1416
chr17_2416,1,5000,2026,4052,405,18.0,6.0,0.5,0.1121,0.0732
chr17_2424,1,5000,2064,4127,420,24.0,7.0,0.5484,0.1259,0.0904
chr17_2428,1,5000,1807,3613,302,14.0,5.0,0.4737,0.1343,0.0833
chr17_242,1,5000,1627,3253,262,1.0,3.0,-0.5,-0.0351,-0.0222
chr17_2435,1,5000,2500,5000,439,16.0,6.0,0.4545,0.1075,0.0602
chr17_243,1,5000,2334,4667,467,6.0,10.0,-0.25,-0.0313,-0.0231
chr17_2441,1,5000,2222,4444,397,26.0,4.0,0.7333,0.2245,0.1287
chr17_2443,1,5000,2500,4999,524,45.0,12.0,0.5789,0.2075,0.131
chr17_2444,1,5000,2375,4749,428,19.0,6.0,0.52,0.1215,0.0718
chr17_244,1,5000,2500,5000,377,2.0,5.0,-0.4286,-0.0224,-0.0176
chr17_2457,1,5000,1886,3772,396,22.0,8.0,0.4667,0.1228,0.0714
chr17_2459,1,5000,2380,4759,441,10.0,8.0,0.1111,0.0171,0.0109
chr17_2463,1,5000,2328,4656,429,24.0,7.0,0.5484,0.156,0.1006
chr17_2466,1,5000,2373,4746,515,30.0,11.0,0.4634,0.1881,0.1044
chr17_246,1,5000,2499,4998,406,5.0,8.0,-0.2308,-0.0268,-0.0186
chr17_2471,1,5000,1427,2853,273,11.0,2.0,0.6923,0.1406,0.0652
chr17_2476,1,5000,1684,3368,458,24.0,7.0,0.5484,0.165,0.096
chr17_2479,1,5000,2500,5000,508,33.0,9.0,0.5714,0.1875,0.1165
chr17_2481,1,5000,2500,4999,510,26.0,5.0,0.6774,0.1795,0.1034
chr17_2486,1,5000,1863,3725,427,16.0,10.0,0.2308,0.0492,0.0314
chr17_248,1,5000,2500,5000,441,17.0,9.0,0.3077,0.0611,0.0412
chr17_2494,1,5000,2256,4511,437,13.0,10.0,0.1304,0.0221,0.0144
chr17_2495,1,5000,1499,2998,292,10.0,7.0,0.1765,0.027,0.0183
chr17_2498,1,5000,2073,4145,490,13.0,12.0,0.04,0.0068,0.0042
chr17_2499,1,5000,2354,4708,414,12.0,4.0,0.5,0.0748,0.0452
chr17_249,1,5000,2270,4539,369,11.0,4.0,0.4667,0.0614,0.0427
chr1_724,1,5000,1738,3476,434,25.0,12.0,0.3514,0.1161,0.0644
chr17_2500,1,5000,2309,4617,451,4.0,6.0,-0.2,-0.0206,-0.0118
chr17_2502,1,5000,2225,4450,479,12.0,7.0,0.2632,0.0342,0.0223
chr17_2505,1,5000,2289,4578,435,12.0,5.0,0.4118,0.0693,0.0414
chr17_2511,1,5000,1396,2791,278,10.0,6.0,0.25,0.0471,0.0328
chr17_2516,1,5000,2233,4466,416,15.0,10.0,0.2,0.0575,0.0333
chr17_2519,1,5000,1216,2431,322,16.0,9.0,0.28,0.0972,0.0598
chr17_2526,1,5000,2336,4672,444,12.0,10.0,0.0909,0.0159,0.01
chr17_2528,1,5000,2332,4663,350,13.0,10.0,0.1304,0.0306,0.0192
chr17_252,1,5000,2262,4524,442,11.0,5.0,0.375,0.0545,0.0355
chr17_2530,1,5000,1893,3786,406,5.0,2.0,0.4286,0.0435,0.0246
chr17_2531,1,5000,2011,4022,396,12.0,3.0,0.6,0.1,0.0608
chr17_2532,1,5000,2500,5000,538,11.0,8.0,0.1579,0.021,0.014
chr17_2536,1,5000,2146,4292,528,21.0,8.0,0.4483,0.0922,0.0568
chr17_2542,1,5000,2500,5000,508,3.0,7.0,-0.4,-0.027,-0.0202
chr17_2543,1,5000,2381,4761,479,6.0,7.0,-0.0769,-0.0086,-0.005
chr17_2545,1,5000,2499,4998,546,26.0,16.0,0.2381,0.0524,0.0341
chr17_2548,1,5000,1946,3891,312,24.0,7.0,0.5484,0.25,0.1382
chr17_2549,1,5000,1841,3681,390,25.0,5.0,0.6667,0.1709,0.1064
chr17_254,1,5000,2254,4507,547,15.0,17.0,-0.0625,-0.013,-0.0085
chr17_2550,1,5000,2017,4033,484,25.0,9.0,0.4706,0.128,0.0751
chr17_2551,1,5000,2079,4158,426,36.0,2.0,0.8947,0.3063,0.1809
chr17_2553,1,5000,2150,4299,458,28.0,8.0,0.5556,0.1869,0.113
chr17_2560,1,5000,2500,5000,457,29.0,4.0,0.7576,0.2016,0.1232
chr17_2563,1,5000,2367,4733,517,38.0,15.0,0.434,0.1716,0.0987
chr17_2564,1,5000,2070,4140,292,7.0,4.0,0.2727,0.0366,0.024
chr17_2565,1,5000,2261,4521,449,18.0,5.0,0.5652,0.114,0.0699
chr17_2568,1,5000,2379,4757,430,24.0,5.0,0.6552,0.1939,0.0984
chr17_256,1,5000,2376,4752,552,13.0,18.0,-0.1613,-0.0281,-0.0178
chr17_2574,1,5000,2185,4370,505,43.0,8.0,0.6863,0.2692,0.1477
chr17_2576,1,5000,1842,3684,456,36.0,13.0,0.4694,0.1983,0.1168
chr17_2578,1,5000,2332,4663,364,18.0,9.0,0.3333,0.0957,0.0577
chr17_257,1,5000,2182,4363,479,16.0,12.0,0.1429,0.0274,0.0173
chr17_2581,1,5000,1440,2879,227,9.0,4.0,0.3846,0.0781,0.0568
chr17_2584,1,5000,2194,4387,439,33.0,9.0,0.5714,0.2069,0.1212
chr17_2585,1,5000,2191,4381,390,18.0,4.0,0.6364,0.1795,0.0986
chr17_2590,1,5000,2246,4492,457,30.0,13.0,0.3953,0.1393,0.0798
chr17_2593,1,5000,2470,4940,463,27.0,3.0,0.8,0.192,0.1188
chr17_2597,1,5000,2037,4074,337,19.0,6.0,0.52,0.125,0.076
chr17_2602,1,5000,2206,4411,446,22.0,7.0,0.5172,0.1389,0.0802
chr17_2608,1,5000,2368,4736,554,22.0,13.0,0.2571,0.06,0.0381
chr17_260,1,5000,2500,5000,534,11.0,16.0,-0.1852,-0.0263,-0.0171
chr17_2611,1,5000,2340,4680,437,20.0,8.0,0.4286,0.0876,0.0536
chr17_2612,1,5000,2500,5000,394,21.0,5.0,0.6154,0.1509,0.092
chr17_2614,1,5000,1939,3877,326,10.0,12.0,-0.0909,-0.0238,-0.0154
chr17_2619,1,5000,2498,4996,339,7.0,7.0,0.0,0.0,0.0
chr17_2620,1,5000,2370,4739,380,12.0,6.0,0.3333,0.0606,0.0382
chr17_2624,1,5000,1988,3976,414,8.0,3.0,0.4545,0.0521,0.0309
chr17_2625,1,5000,2255,4509,501,11.0,8.0,0.1579,0.0288,0.0154
chr17_2627,1,5000,2168,4335,388,31.0,7.0,0.6316,0.189,0.127
chr17_2629,1,5000,2304,4607,402,13.0,6.0,0.3684,0.0642,0.0378
chr17_262,1,5000,2500,5000,629,14.0,20.0,-0.1765,-0.03,-0.0197
chr17_2630,1,5000,2259,4518,461,14.0,10.0,0.1667,0.0315,0.0192
chr17_2637,1,5000,834,1668,122,5.0,0.0,1.0,0.1613,0.0877
chr17_2638,1,5000,2090,4180,317,13.0,2.0,0.7333,0.1183,0.0696
chr17_264,1,5000,2410,4820,429,7.0,12.0,-0.2632,-0.0303,-0.0221
chr17_2650,1,5000,2138,4276,334,5.0,8.0,-0.2308,-0.0337,-0.0213
chr17_266,1,5000,2226,4451,462,11.0,10.0,0.0476,0.0068,0.0047
chr17_2677,1,5000,1974,3948,264,11.0,6.0,0.2941,0.0694,0.0481
chr17_267,1,5000,2500,5000,256,4.0,2.0,0.3333,0.0357,0.0222
chr17_2682,1,5000,1054,2108,191,5.0,4.0,0.1111,0.0204,0.0127
chr17_2686,1,5000,1831,3661,391,7.0,5.0,0.1667,0.0156,0.0114
chr17_2687,1,5000,2484,4967,361,5.0,10.0,-0.3333,-0.0543,-0.0342
chr17_2688,1,5000,2081,4161,277,3.0,6.0,-0.3333,-0.0545,-0.0291
chr17_2689,1,5000,1875,3749,404,10.0,14.0,-0.1667,-0.0282,-0.018
chr17_268,1,5000,2161,4322,491,8.0,4.0,0.3333,0.0323,0.0206
chr17_2695,1,5000,940,1880,215,8.0,2.0,0.6,0.1429,0.0769
chr17_2697,1,5000,957,1914,219,7.0,1.0,0.75,0.1176,0.0706
chr17_269,1,5000,2500,5000,538,11.0,11.0,0.0,0.0,0.0
chr17_2700,1,5000,2184,4367,523,45.0,11.0,0.6071,0.2677,0.1298
chr17_2705,1,5000,2056,4111,392,18.0,7.0,0.44,0.1146,0.0671
chr17_2708,1,5000,1677,3354,436,26.0,7.0,0.5758,0.2021,0.1173
chr17_270,1,5000,1889,3777,396,8.0,6.0,0.1429,0.0152,0.0103
chr17_2710,1,5000,2255,4509,514,47.0,10.0,0.6491,0.2984,0.1609
chr17_2716,1,5000,2262,4524,493,29.0,9.0,0.5263,0.1449,0.0893
chr17_2720,1,5000,2499,4998,517,11.0,24.0,-0.3714,-0.0823,-0.052
chr17_2722,1,5000,2384,4768,642,37.0,9.0,0.6087,0.1573,0.0946
chr17_2724,1,5000,2327,4653,399,30.0,5.0,0.7143,0.2232,0.1381
chr17_2726,1,5000,2402,4804,539,37.0,4.0,0.8049,0.2705,0.1626
chr17_2741,1,5000,2325,4649,552,32.0,6.0,0.6842,0.1793,0.1028
chr17_2742,1,5000,2338,4675,359,16.0,5.0,0.5238,0.0932,0.064
chr17_2744,1,5000,2159,4317,516,10.0,4.0,0.4286,0.0395,0.0263
chr17_2747,1,5000,1535,3069,466,14.0,10.0,0.1667,0.0308,0.0186
chr17_2748,1,5000,2352,4704,591,21.0,17.0,0.1053,0.023,0.0141
chr17_2749,1,5000,2288,4575,436,14.0,3.0,0.6471,0.0791,0.0498
chr17_274,1,5000,2500,4999,614,9.0,8.0,0.0588,0.0063,0.0044
chr17_2754,1,5000,2500,4999,503,16.0,9.0,0.28,0.0455,0.028
chr17_2755,1,5000,2500,5000,513,12.0,8.0,0.2,0.025,0.0162
chr17_2757,1,5000,2498,4995,562,13.0,7.0,0.3,0.0313,0.0217
chr17_2758,1,5000,1520,3039,376,8.0,8.0,0.0,0.0,0.0
chr17_275,1,5000,2093,4185,565,13.0,9.0,0.1818,0.0237,0.0157
chr17_2760,1,5000,2226,4451,375,29.0,8.0,0.5676,0.2258,0.1099
chr17_2767,1,5000,2221,4442,372,14.0,10.0,0.1667,0.0396,0.0242
chr17_276,1,5000,2383,4766,476,16.0,6.0,0.4545,0.0662,0.0442
chr17_2778,1,5000,2379,4757,512,15.0,9.0,0.25,0.0423,0.0279
chr17_2779,1,5000,2375,4749,261,2.0,4.0,-0.3333,-0.0247,-0.0179
chr17_2780,1,5000,2263,4525,338,9.0,8.0,0.0588,0.0103,0.0061
chr17_2781,1,5000,2075,4149,266,20.0,3.0,0.7391,0.2394,0.136
chr17_2782,1,5000,2494,4987,413,26.0,5.0,0.6774,0.1603,0.1019
chr17_2784,1,5000,2150,4300,458,13.0,9.0,0.1818,0.0408,0.0189
chr17_2790,1,5000,2368,4736,548,14.0,18.0,-0.125,-0.0253,-0.0155
chr17_2792,1,5000,2124,4248,557,31.0,12.0,0.4419,0.1329,0.0751
chr17_2794,1,5000,2282,4564,431,28.0,7.0,0.6,0.1858,0.1082
chr17_2796,1,5000,2251,4502,312,12.0,10.0,0.0909,0.0215,0.0129
chr17_2802,1,5000,2500,5000,477,17.0,13.0,0.1333,0.0367,0.0203
chr17_2804,1,5000,2228,4455,267,10.0,3.0,0.5385,0.0897,0.0625
chr17_2808,1,5000,1749,3497,479,18.0,12.0,0.2,0.0513,0.0341
chr17_2809,1,5000,1838,3676,284,7.0,4.0,0.2727,0.0345,0.0216
chr17_280,1,5000,2369,4737,642,26.0,9.0,0.4857,0.0833,0.0567
chr17_2813,1,5000,1743,3485,190,3.0,3.0,0.0,0.0,0.0
chr17_2816,1,5000,778,1556,277,11.0,4.0,0.4667,0.1,0.0609
chr17_2818,1,5000,2038,4076,519,18.0,10.0,0.2857,0.0833,0.0485
chr17_2819,1,5000,2500,4999,538,15.0,14.0,0.0345,0.0075,0.0043
chr17_2820,1,5000,2169,4337,449,8.0,5.0,0.2308,0.0268,0.0186
chr17_2821,1,5000,1220,2439,285,6.0,9.0,-0.2,-0.0417,-0.0256
chr17_2823,1,5000,1962,3923,432,7.0,9.0,-0.125,-0.018,-0.0116
chr17_2826,1,5000,2500,5000,422,12.0,14.0,-0.0769,-0.019,-0.0113
chr17_2829,1,5000,2500,5000,691,19.0,10.0,0.3103,0.0439,0.0315
chr17_282,1,5000,2401,4802,418,6.0,1.0,0.7143,0.0385,0.0273
chr17_2831,1,5000,2346,4692,452,4.0,10.0,-0.4286,-0.0545,-0.0345
chr17_2834,1,5000,2378,4755,404,14.0,4.0,0.5556,0.0826,0.0617
chr17_2838,1,5000,1997,3994,457,11.0,12.0,-0.0435,-0.0077,-0.0051
chr17_2839,1,5000,1885,3769,431,10.0,5.0,0.3333,0.0459,0.027
chr17_283,1,5000,2500,5000,503,12.0,6.0,0.3333,0.0375,0.0271
chr17_2841,1,5000,1866,3731,296,10.0,11.0,-0.0476,-0.0161,-0.0073
chr17_2842,1,5000,1963,3926,387,9.0,9.0,0.0,0.0,0.0
chr17_2845,1,5000,2379,4758,515,16.0,20.0,-0.1111,-0.0268,-0.0177
chr17_2846,1,5000,1982,3963,441,9.0,5.0,0.2857,0.0381,0.0231
chr17_2850,1,5000,2433,4866,440,15.0,15.0,0.0,0.0,0.0
chr17_2857,1,5000,2226,4451,444,8.0,16.0,-0.3333,-0.0635,-0.041
chr17_2858,1,5000,2254,4507,388,10.0,13.0,-0.1304,-0.033,-0.0207
chr17_285,1,5000,2261,4522,551,20.0,10.0,0.3333,0.0599,0.04
chr17_2862,1,5000,1767,3534,285,5.0,6.0,-0.0909,-0.0119,-0.0081
chr17_2867,1,5000,2018,4035,466,22.0,12.0,0.2941,0.0775,0.0526
chr17_2868,1,5000,2126,4251,433,8.0,10.0,-0.1111,-0.0171,-0.0104
chr17_286,1,5000,2212,4424,451,3.0,9.0,-0.5,-0.055,-0.0326
chr17_2883,1,5000,2354,4707,518,22.0,13.0,0.2571,0.0714,0.0446
chr17_2888,1,5000,2140,4279,412,23.0,8.0,0.4839,0.163,0.092
chr17_288,1,5000,2253,4505,446,4.0,9.0,-0.3846,-0.0345,-0.0226
chr17_2891,1,5000,1303,2605,260,16.0,0.0,1.0,0.2254,0.1495
chr17_2892,1,5000,2297,4594,448,30.0,5.0,0.7143,0.2252,0.1232
chr17_289,1,5000,2500,4999,320,8.0,2.0,0.6,0.0577,0.0382
chr17_2903,1,5000,2037,4074,479,20.0,7.0,0.4815,0.1161,0.0677
chr17_2910,1,5000,2054,4108,475,20.0,7.0,0.4815,0.1398,0.0699
chr17_2911,1,5000,2500,5000,547,33.0,3.0,0.8333,0.2459,0.1316
chr17_2912,1,5000,2273,4545,405,32.0,3.0,0.8286,0.2417,0.1349
chr17_2916,1,5000,1582,3163,254,18.0,5.0,0.5652,0.2063,0.1204
chr17_2922,1,5000,2205,4410,423,7.0,6.0,0.0769,0.0101,0.0068
chr17_2925,1,5000,1784,3568,369,19.0,5.0,0.5833,0.1261,0.0814
chr17_292,1,5000,2299,4598,367,19.0,7.0,0.4615,0.1622,0.0845
chr17_2930,1,5000,1136,2272,292,6.0,6.0,0.0,0.0,0.0
chr17_2943,1,5000,1866,3732,357,14.0,7.0,0.3333,0.0909,0.0504
chr17_2953,1,5000,2024,4047,392,19.0,6.0,0.52,0.125,0.076
chr17_2957,1,5000,2218,4435,497,32.0,15.0,0.3617,0.1349,0.081
chr17_2958,1,5000,2001,4002,412,34.0,6.0,0.7,0.2545,0.1522
chr17_2960,1,5000,2140,4280,586,21.0,18.0,0.0769,0.0207,0.0113
chr17_2965,1,5000,2283,4565,493,24.0,8.0,0.5,0.126,0.0777
chr17_2971,1,5000,2395,4789,398,25.0,4.0,0.7241,0.25,0.1186
chr17_2977,1,5000,2294,4587,506,37.0,4.0,0.8049,0.2619,0.1493
chr17_2978,1,5000,2229,4457,511,45.0,6.0,0.7647,0.3,0.1884
chr17_2979,1,5000,1575,3149,274,27.0,5.0,0.6875,0.3099,0.1864
chr17_2985,1,5000,2209,4418,471,27.0,9.0,0.5,0.1579,0.0896
chr17_2988,1,5000,1649,3297,259,11.0,4.0,0.4667,0.0805,0.0574
chr17_2991,1,5000,2046,4091,369,29.0,8.0,0.5676,0.1765,0.1105
chr17_2992,1,5000,2372,4744,521,24.0,8.0,0.5,0.1203,0.0751
chr17_2998,1,5000,2264,4528,533,23.0,9.0,0.4375,0.0833,0.0502
chr17_299,1,5000,2487,4974,444,24.0,8.0,0.5,0.127,0.0727
chr1_729,1,5000,2059,4118,531,20.0,6.0,0.5385,0.087,0.0654
chr17_3001,1,5000,2500,5000,440,9.0,15.0,-0.25,-0.0435,-0.0287
chr17_3016,1,5000,2500,5000,621,25.0,8.0,0.5152,0.0939,0.0642
chr17_301,1,5000,976,1951,157,3.0,5.0,-0.25,-0.0741,-0.0392
chr17_3021,1,5000,2006,4011,366,8.0,4.0,0.3333,0.0455,0.032
chr17_3022,1,5000,2086,4171,399,22.0,6.0,0.5714,0.1524,0.0909
chr17_3025,1,5000,2118,4236,333,19.0,7.0,0.4615,0.1304,0.0784
chr17_3028,1,5000,1491,2982,352,7.0,7.0,0.0,0.0,0.0
chr17_3030,1,5000,1648,3295,294,14.0,3.0,0.6471,0.1803,0.0894
chr17_3032,1,5000,1760,3520,326,15.0,10.0,0.2,0.0543,0.0338
chr17_3033,1,5000,2499,4998,590,11.0,12.0,-0.0435,-0.0061,-0.0036
chr17_3038,1,5000,1167,2333,154,5.0,3.0,0.25,0.0455,0.0274
chr17_3042,1,5000,1960,3919,472,41.0,3.0,0.8636,0.3304,0.1919
chr17_3043,1,5000,2343,4686,470,43.0,4.0,0.8298,0.3047,0.2097
chr17_3053,1,5000,2128,4256,457,30.0,6.0,0.6667,0.2243,0.1379
chr17_3060,1,5000,2171,4341,334,11.0,6.0,0.2941,0.0714,0.0323
chr17_3061,1,5000,2246,4491,459,26.0,8.0,0.5294,0.1935,0.1034
chr17_3064,1,5000,2233,4465,503,16.0,6.0,0.4545,0.0709,0.0467
chr17_3065,1,5000,2361,4722,546,8.0,8.0,0.0,0.0,0.0
chr17_3068,1,5000,1997,3993,416,12.0,16.0,-0.1429,-0.0381,-0.0225
chr17_3072,1,5000,1331,2662,296,3.0,7.0,-0.4,-0.0494,-0.0292
chr17_3073,1,5000,2369,4737,392,18.0,3.0,0.7143,0.1327,0.0815
chr17_3074,1,5000,2373,4745,540,11.0,10.0,0.0476,0.0066,0.0041
chr17_3076,1,5000,1466,2932,295,9.0,8.0,0.0588,0.0143,0.0085
chr17_3078,1,5000,2500,5000,603,35.0,16.0,0.3725,0.1145,0.0671
chr17_3079,1,5000,1594,3188,322,34.0,8.0,0.619,0.2857,0.1453
chr17_3082,1,5000,2137,4274,506,19.0,7.0,0.4615,0.0851,0.0531
chr17_3085,1,5000,1799,3597,555,35.0,18.0,0.3208,0.136,0.0759
chr17_3091,1,5000,2224,4447,533,23.0,14.0,0.2432,0.0556,0.036
chr17_3092,1,5000,2500,5000,539,26.0,16.0,0.2381,0.0662,0.0403
chr17_3093,1,5000,2052,4103,512,13.0,20.0,-0.2121,-0.0551,-0.0298
chr17_310,1,5000,2256,4512,568,22.0,18.0,0.1,0.0208,0.0129
chr17_3110,1,5000,1333,2666,253,20.0,6.0,0.5385,0.1772,0.1138
chr17_3134,1,5000,2364,4728,486,31.0,10.0,0.5122,0.1409,0.089
chr17_3136,1,5000,2282,4563,475,42.0,14.0,0.5,0.2137,0.1223
chr17_3141,1,5000,1258,2515,302,19.0,5.0,0.5833,0.1573,0.0986
chr17_3145,1,5000,2500,5000,519,26.0,11.0,0.4054,0.0838,0.06
chr17_3146,1,5000,2500,5000,578,31.0,6.0,0.6757,0.1894,0.105
chr17_3147,1,5000,2049,4098,422,27.0,7.0,0.5882,0.1835,0.1099
chr17_3151,1,5000,2186,4371,445,15.0,8.0,0.3043,0.0631,0.0378
chr17_3152,1,5000,1973,3945,490,24.0,11.0,0.3714,0.0949,0.0546
chr17_3153,1,5000,2303,4605,453,22.0,24.0,-0.0435,-0.0192,-0.0102
chr17_3160,1,5000,1757,3514,426,17.0,13.0,0.1333,0.0417,0.0217
chr17_3163,1,5000,2345,4689,431,21.0,11.0,0.3125,0.0935,0.0592
chr17_3167,1,5000,1723,3445,308,17.0,9.0,0.3077,0.0988,0.0588
chr17_3168,1,5000,1948,3896,422,32.0,8.0,0.6,0.2553,0.1311
chr17_3169,1,5000,1757,3513,250,19.0,2.0,0.8095,0.2297,0.1328
chr17_316,1,5000,2403,4806,493,8.0,4.0,0.3333,0.0284,0.0181
chr17_3173,1,5000,2059,4117,455,29.0,7.0,0.6111,0.193,0.1134
chr17_3176,1,5000,1109,2217,263,16.0,3.0,0.6842,0.1461,0.097
chr17_3177,1,5000,2032,4063,352,12.0,7.0,0.2632,0.0625,0.035
chr17_317,1,5000,2148,4296,368,9.0,5.0,0.2857,0.0323,0.0208
chr17_3181,1,5000,2028,4055,361,16.0,6.0,0.4545,0.084,0.0585
chr17_3183,1,5000,2500,5000,386,16.0,11.0,0.1852,0.049,0.0286
chr17_3184,1,5000,2500,5000,403,8.0,9.0,-0.0588,-0.0105,-0.0058
chr17_3186,1,5000,2500,5000,570,25.0,15.0,0.25,0.0725,0.0427
chr17_3187,1,5000,2227,4453,381,15.0,6.0,0.4286,0.0732,0.0486
chr17_3188,1,5000,2375,4749,536,31.0,7.0,0.6316,0.2051,0.1182
chr17_318,1,5000,2500,4999,482,10.0,6.0,0.25,0.0267,0.0179
chr17_3191,1,5000,1062,2123,232,12.0,2.0,0.7143,0.1333,0.087
chr17_3193,1,5000,1814,3627,379,17.0,7.0,0.4167,0.1053,0.0704
chr17_3195,1,5000,1969,3938,284,11.0,2.0,0.6923,0.1475,0.0763
chr17_3196,1,5000,1475,2949,210,22.0,6.0,0.5714,0.1839,0.129
chr17_3199,1,5000,2222,4444,614,13.0,25.0,-0.3158,-0.0698,-0.0426
chr17_3200,1,5000,2498,4996,477,15.0,7.0,0.3636,0.069,0.043
chr17_3204,1,5000,2500,5000,515,15.0,12.0,0.1111,0.0233,0.014
chr17_3206,1,5000,1254,2508,191,20.0,3.0,0.7391,0.2537,0.1954
chr17_3208,1,5000,579,1157,145,8.0,3.0,0.4545,0.1613,0.0862
